Technology,Variable,Hour,Value
Wind Power plant 1,G_elec,660,100.0
Wind Power plant 1,G_elec,661,100.0
Wind Power plant 1,G_elec,662,100.0
Wind Power plant 1,G_elec,663,100.0
Wind Power plant 1,G_elec,664,100.0
Wind Power plant 1,G_elec,665,100.0
Wind Power plant 1,G_elec,666,100.0
Wind Power plant 1,G_elec,667,100.0
Wind Power plant 1,G_elec,668,100.0
Wind Power plant 1,G_elec,669,100.0
Wind Power plant 1,G_elec,670,100.0
Wind Power plant 1,G_elec,671,100.0
Wind Power plant 1,G_elec,672,100.0
Wind Power plant 1,G_elec,673,100.0
Wind Power plant 1,G_elec,674,100.0
Wind Power plant 1,G_elec,675,100.0
Wind Power plant 1,G_elec,676,100.0
Wind Power plant 1,G_elec,677,100.0
Wind Power plant 1,G_elec,678,100.0
Wind Power plant 1,G_elec,679,100.0
Wind Power plant 1,G_elec,680,100.0
Wind Power plant 1,G_elec,681,100.0
Wind Power plant 1,G_elec,682,100.0
Wind Power plant 1,G_elec,683,100.0
Wind Power plant 1,G_elec,684,100.0
Wind Power plant 1,G_elec,685,100.0
Wind Power plant 1,G_elec,686,100.0
Wind Power plant 1,G_elec,687,100.0
Wind Power plant 1,G_elec,688,100.0
Wind Power plant 1,G_elec,689,100.0
Wind Power plant 1,G_elec,690,100.0
Wind Power plant 1,G_elec,691,100.0
Wind Power plant 1,G_elec,692,100.0
Wind Power plant 1,G_elec,693,100.0
Wind Power plant 1,G_elec,694,100.0
Wind Power plant 1,G_elec,695,100.0
Wind Power plant 1,G_elec,696,100.0
Wind Power plant 1,G_elec,697,100.0
Wind Power plant 1,G_elec,698,100.0
Wind Power plant 1,G_elec,699,100.0
Wind Power plant 1,G_elec,700,100.0
Wind Power plant 1,G_elec,701,100.0
Wind Power plant 1,G_elec,702,100.0
Wind Power plant 1,G_elec,703,100.0
Wind Power plant 1,G_elec,704,100.0
Wind Power plant 1,G_elec,705,100.0
Wind Power plant 1,G_elec,706,100.0
Wind Power plant 1,G_elec,707,100.0
Wind Power plant 1,G_elec,708,100.0
Wind Power plant 1,G_elec,709,100.0
Wind Power plant 1,G_elec,710,100.0
Wind Power plant 1,G_elec,711,100.0
Wind Power plant 1,G_elec,712,100.0
Wind Power plant 1,G_elec,713,100.0
Wind Power plant 1,G_elec,714,100.0
Wind Power plant 1,G_elec,715,100.0
Wind Power plant 1,G_elec,716,100.0
Wind Power plant 1,G_elec,717,100.0
Wind Power plant 1,G_elec,718,100.0
Wind Power plant 1,G_elec,719,100.0
Wind Power plant 1,G_elec,720,100.0
